aX,aY,aZ,gX,gY,gZ,ss
0.455,0.107,-0.917,3.174,5.188,1.465,70.59
0.411,0.066,-0.678,2.991,4.150,1.099,70.59
0.390,-0.056,-1.107,-0.916,1.282,0.244,70.59
0.371,-0.094,-1.315,-0.305,0.061,0.366,70.59
0.286,-0.040,-1.354,2.014,1.160,1.465,70.59
0.136,0.138,-1.360,2.502,2.747,1.343,70.59
0.142,0.274,-1.261,1.099,1.648,0.793,70.59
0.253,0.173,-1.348,0.122,2.869,0.854,70.59
0.212,0.026,-1.157,0.916,6.042,0.977,70.59
0.184,0.086,-0.942,1.770,4.395,0.732,70.59
0.341,0.104,-1.249,0.610,0.671,1.221,70.59
0.401,-0.053,-1.252,-0.305,1.770,0.916,70.59
0.384,-0.167,-1.185,-0.732,4.639,1.160,70.59
0.296,-0.138,-1.063,1.831,5.371,1.953,70.59
0.232,-0.081,-0.914,2.502,4.761,1.770,70.59
0.211,0.056,-1.064,1.831,2.991,1.648,70.59
0.328,0.095,-1.066,1.465,3.906,1.770,70.59
0.451,0.067,-0.871,1.343,6.714,1.465,70.59
0.362,0.030,-0.416,1.648,8.728,1.587,70.59
0.336,0.013,-0.362,1.282,5.249,1.404,70.59
0.404,-0.035,-0.735,0.549,1.587,1.099,70.59
0.394,-0.076,-1.170,0.916,1.465,1.160,70.59
0.212,-0.053,-1.214,2.136,2.258,1.404,70.59
0.078,0.015,-1.323,1.831,1.465,1.282,70.59
0.108,0.058,-1.491,0.916,2.136,1.282,70.59
0.156,0.140,-1.440,1.160,5.310,1.282,70.59
0.259,0.113,-1.112,1.404,9.033,1.404,70.59
0.225,0.097,-0.662,1.099,10.437,1.587,70.59
0.248,0.045,-0.392,1.160,6.958,1.892,70.59
0.407,-0.053,-0.771,0.916,2.930,2.136,70.59
0.445,-0.084,-1.067,1.099,2.747,2.075,70.59
0.373,-0.045,-1.088,1.648,3.845,2.319,70.59
0.329,0.033,-1.423,1.709,2.441,1.709,70.59
0.394,0.043,-1.458,0.793,2.747,1.465,70.59
0.322,-0.059,-1.193,0.427,5.066,1.282,70.59
0.210,-0.010,-1.151,2.014,5.310,1.404,70.59
0.217,0.042,-1.094,2.380,5.249,1.526,70.59
0.199,0.061,-0.986,1.953,5.493,1.648,70.59
0.150,0.003,-0.908,1.465,4.883,1.526,70.59
0.169,-0.026,-0.961,1.770,3.357,1.099,70.59
0.126,-0.030,-1.166,1.770,2.869,1.587,70.59
0.070,-0.003,-1.292,1.404,2.014,0.732,70.59
0.077,0.021,-1.390,1.770,1.221,1.221,70.59
0.214,0.081,-1.401,1.709,3.845,1.343,70.59
0.209,0.090,-0.830,1.587,7.324,1.648,70.59
0.185,0.045,-0.656,1.526,5.737,1.465,70.59
0.264,0.043,-0.791,0.977,3.723,1.709,70.59
0.303,0.108,-0.740,1.648,1.770,1.770,70.59
0.355,0.114,-0.946,0.610,-0.488,1.343,70.59
0.339,0.075,-1.172,0.305,-0.732,1.160,70.59
0.267,0.056,-1.227,0.488,0.427,1.221,70.59
0.141,0.020,-1.154,0.977,2.319,1.587,70.59
0.068,0.010,-1.006,0.916,3.601,1.648,70.59
0.067,0.072,-0.989,0.916,3.052,1.587,70.59
0.140,0.137,-0.896,0.671,2.686,1.404,71.10
0.253,0.076,-0.867,0.183,1.465,1.404,71.10
0.305,-0.000,-0.917,0.061,0.916,1.587,71.10
0.340,-0.026,-1.037,0.916,1.038,1.770,71.10
0.323,0.032,-1.021,1.099,0.916,1.465,71.10
0.277,0.025,-1.023,0.671,0.977,1.343,71.10
0.180,-0.044,-1.011,0.549,1.343,1.221,71.10
0.126,-0.030,-0.912,1.038,0.671,1.526,71.10
0.125,0.014,-1.084,0.977,-1.465,1.465,71.10
0.100,0.036,-1.168,0.916,-0.977,1.404,71.10
0.162,-0.001,-1.070,0.427,0.366,1.343,71.10
0.287,0.044,-1.105,1.404,1.160,1.648,71.10
0.316,0.097,-0.945,1.221,2.747,2.014,71.10
0.212,0.109,-0.908,0.977,2.991,1.404,71.10
0.220,0.099,-0.938,0.305,1.404,1.526,71.10
0.256,0.042,-0.698,0.488,0.488,1.587,71.10
0.256,-0.006,-0.737,0.122,-0.427,1.343,71.10
0.222,0.022,-0.882,-0.061,-1.526,1.282,71.10
0.210,0.033,-0.983,0.916,-1.282,1.282,71.10
0.209,0.062,-1.011,0.916,0.122,1.404,71.10
0.150,0.050,-0.823,1.282,0.610,1.587,71.10
0.188,-0.005,-1.025,0.244,-0.671,1.343,71.10
0.232,-0.023,-1.121,0.122,-0.916,1.099,71.10
0.242,0.014,-0.993,0.549,-0.793,1.343,71.10
0.262,0.060,-1.044,0.977,-0.488,1.831,71.10
0.160,0.025,-1.057,0.732,-0.305,1.343,71.10
0.183,-0.001,-1.075,0.610,0.122,1.343,71.10
0.177,0.052,-0.987,1.099,-0.671,1.465,71.10
0.224,0.074,-1.066,0.916,-1.465,1.465,71.10
0.199,0.060,-1.076,0.488,-1.343,1.343,71.10
0.245,-0.010,-1.079,0.122,-1.099,1.160,71.10
0.269,-0.009,-0.987,1.404,-0.427,1.648,71.10
0.278,0.031,-1.063,1.282,-0.122,1.404,71.10
0.245,0.048,-0.877,1.465,0.122,1.404,71.10
0.193,0.009,-0.960,0.977,-0.366,1.404,71.10
0.132,-0.001,-0.769,1.648,-1.099,1.587,71.10
0.185,0.033,-0.990,1.221,-2.075,1.526,71.10
0.231,0.087,-1.119,0.854,-2.075,1.160,71.10
0.216,0.078,-1.025,0.488,-0.671,1.038,71.10
0.173,0.066,-0.927,0.305,0.305,1.343,71.10
0.240,0.033,-0.938,0.793,-0.427,1.526,71.10
0.253,0.029,-1.000,0.427,-0.305,1.282,71.10
0.222,0.011,-0.929,0.549,-0.305,1.221,71.10
0.265,0.001,-0.979,1.221,-1.526,1.526,71.10
0.374,-0.001,-1.003,0.916,-1.404,1.648,71.10
0.283,-0.019,-0.921,0.488,-0.610,1.526,71.10
0.244,-0.000,-0.922,1.221,-0.671,1.465,71.10
0.312,0.090,-1.169,1.831,-1.160,1.587,71.10
0.262,0.128,-0.916,1.343,0.610,1.587,71.10
0.161,0.098,-0.632,0.427,1.526,1.221,71.10
0.144,0.020,-0.788,0.305,-1.160,1.465,71.10

0.153,0.078,-0.512,-0.366,5.310,0.793,70.10
0.070,-0.068,-0.836,-3.174,1.709,0.427,70.10
-0.049,-0.109,-1.142,-2.686,0.977,0.305,70.10
0.207,0.216,-0.954,-0.366,1.892,1.099,70.10
0.300,0.321,-0.792,-1.404,2.563,0.916,70.10
0.268,0.025,-1.033,-3.479,2.502,0.793,70.10
0.414,-0.003,-1.251,-1.160,3.479,0.916,70.10
0.488,0.087,-0.941,-1.038,4.028,1.099,70.10
0.366,0.011,-0.830,-3.052,1.221,0.305,70.10
0.209,-0.096,-1.070,-2.075,0.916,0.366,70.10
0.215,-0.081,-1.008,-1.343,2.136,1.221,70.10
0.098,-0.001,-0.802,0.427,3.662,1.282,70.10
0.227,0.115,-0.897,-0.427,2.930,0.793,70.10
0.308,0.090,-0.906,-0.671,3.479,0.671,70.10
0.292,-0.124,-0.807,-1.465,4.150,0.549,70.10
0.235,-0.086,-0.911,-0.610,3.174,0.610,70.10
0.268,0.079,-1.088,0.488,-0.366,1.099,70.10
0.432,0.026,-1.602,-1.343,-1.160,0.793,70.10
0.224,-0.020,-1.010,0.610,1.160,1.587,71.53
0.275,0.023,-1.114,0.549,0.916,1.465,71.94
0.307,0.057,-1.055,1.160,1.465,1.587,72.09
0.326,0.034,-1.184,0.671,0.793,1.465,72.09
0.341,0.002,-1.146,0.671,1.953,1.648,72.09
0.284,0.022,-1.033,0.305,2.319,1.343,72.09
0.189,0.000,-0.952,1.160,1.526,1.160,72.09
0.274,-0.056,-1.083,0.366,0.793,1.648,72.09
0.213,-0.017,-1.033,0.488,1.099,1.953,72.09
0.255,0.010,-1.170,1.465,0.854,1.587,72.09
0.287,0.003,-1.208,0.732,1.221,1.587,72.09
0.271,0.047,-1.084,0.977,2.747,1.465,72.09
0.217,0.060,-0.906,1.953,3.174,1.953,72.09
0.195,0.073,-0.865,1.526,2.380,1.831,72.09
0.251,0.066,-0.933,0.671,1.038,1.709,72.09
0.304,-0.017,-1.122,-0.610,-0.366,1.160,72.09
0.300,-0.071,-1.085,-0.183,0.732,1.404,72.09
0.273,-0.019,-0.997,0.793,2.319,1.709,72.09
0.267,0.062,-0.910,1.892,2.075,2.136,72.09
0.313,0.062,-1.024,1.038,2.014,1.892,72.09
0.282,-0.007,-1.058,0.549,2.319,1.526,72.09
0.285,-0.012,-1.030,0.977,2.075,1.587,72.09
0.271,0.023,-0.936,1.160,2.380,1.465,72.09
0.206,0.025,-0.888,1.099,1.709,1.648,72.09
0.203,0.059,-1.014,0.916,1.587,1.892,72.09
0.245,0.089,-1.107,0.732,1.648,1.953,72.09
0.235,0.072,-1.111,-0.183,1.648,1.465,72.09
0.202,0.016,-1.096,0.366,1.404,1.648,72.09
0.245,0.002,-1.136,0.549,1.770,1.404,72.09
0.265,0.010,-0.996,0.366,2.258,1.587,72.09
0.307,-0.003,-1.156,0.183,1.221,1.587,72.09
0.342,-0.008,-1.104,0.427,2.197,1.465,72.09
0.259,0.048,-0.954,0.671,3.296,1.770,72.09
0.207,0.048,-0.936,0.671,2.869,1.831,72.09
0.214,-0.026,-0.902,0.732,2.258,1.465,72.09
0.278,-0.021,-0.880,0.000,1.770,1.526,72.09
0.197,0.005,-0.827,0.488,1.038,1.709,72.09
0.233,-0.012,-1.062,-0.244,0.916,1.709,72.09
0.176,-0.005,-1.067,0.244,2.747,1.282,72.09
0.138,0.045,-0.920,0.793,2.136,1.648,72.09
0.215,0.080,-0.982,0.427,1.038,1.465,72.09
0.264,0.008,-0.995,-0.366,1.770,1.282,72.09
0.211,-0.030,-0.833,0.549,1.831,1.221,72.09
0.252,0.026,-0.874,0.671,1.770,1.465,72.09
0.234,0.089,-0.934,1.465,2.014,1.465,72.09
0.187,0.136,-0.861,0.916,1.770,1.465,72.09
0.197,0.079,-1.029,0.427,-0.061,1.343,72.09
0.273,-0.001,-1.161,-0.305,-0.244,1.404,72.09
0.263,-0.030,-1.123,-0.366,1.282,1.343,72.09
0.234,-0.020,-1.037,0.244,1.221,1.404,72.09
0.296,-0.002,-1.100,0.305,1.282,1.465,72.09
0.268,0.007,-1.063,0.488,1.465,1.709,72.09
0.278,0.061,-1.122,0.610,1.160,1.404,72.09
0.287,-0.019,-1.150,0.427,0.183,1.038,72.09
0.305,-0.017,-1.099,-0.549,1.221,1.099,72.09
0.243,0.041,-0.982,0.000,2.136,1.343,72.09
0.248,0.055,-1.015,0.671,1.343,1.526,72.09
0.259,0.034,-1.121,0.549,1.282,1.221,72.09
0.289,0.042,-1.180,0.610,1.648,1.587,72.09
0.310,0.117,-1.025,0.305,1.953,1.404,72.09
0.308,0.103,-1.021,-0.427,1.526,0.977,72.09
0.246,-0.038,-0.950,-0.366,1.160,0.916,72.09
0.270,-0.078,-0.978,-0.122,1.221,1.343,72.09
0.269,-0.002,-1.049,0.061,0.671,1.587,72.09
0.199,0.009,-1.119,0.122,0.854,0.977,72.09
0.137,-0.072,-1.032,0.549,1.770,1.221,72.09
0.218,-0.043,-0.935,1.099,1.953,1.648,72.09
0.258,0.047,-0.907,1.160,1.587,2.014,72.09
0.379,0.052,-1.262,-0.122,0.549,1.709,72.09
0.418,0.004,-1.312,-0.122,1.892,1.343,72.09
0.384,-0.023,-1.107,0.671,3.357,1.160,72.09
0.334,-0.003,-1.079,0.854,1.709,1.404,72.09
0.318,0.025,-1.144,0.610,1.343,1.282,72.09
0.346,0.040,-1.182,0.183,0.183,1.038,72.09
0.310,0.017,-1.158,-0.183,2.197,1.343,72.09
0.191,0.071,-0.969,1.038,3.662,1.221,72.09
0.148,0.085,-1.035,0.549,2.014,0.916,72.09
0.117,0.040,-0.996,-0.122,1.465,0.916,72.09
0.189,-0.073,-0.961,0.244,2.625,1.282,72.09
0.232,-0.143,-0.910,1.099,3.235,1.099,72.09
0.214,-0.041,-0.746,0.549,2.686,1.343,72.09
0.184,0.169,-0.980,0.549,1.770,1.404,72.09
0.247,0.150,-1.066,-0.122,1.221,1.099,72.09
0.313,0.055,-0.850,-0.488,2.625,0.793,72.09
0.240,-0.010,-0.833,-0.732,2.136,0.854,72.09
0.352,0.094,-1.023,-0.671,-0.366,0.916,72.09
0.388,0.122,-1.364,-1.038,0.732,0.916,72.09
0.400,0.095,-1.271,-0.793,3.418,0.916,72.09
0.365,0.062,-1.158,-0.549,3.174,1.160,72.09
0.427,0.070,-1.371,-1.404,2.625,0.916,72.09
0.425,0.045,-1.048,-1.282,4.150,0.793,72.09
0.355,-0.031,-0.879,-1.099,4.517,0.671,72.09
0.203,0.027,-0.950,-0.610,3.723,0.916,72.09
0.131,0.012,-1.272,-0.854,1.160,0.549,72.09
0.228,-0.017,-1.125,-1.770,2.686,1.038,72.09
0.155,-0.047,-0.926,-0.854,4.456,1.221,72.09
0.213,-0.072,-0.942,0.793,5.676,1.282,72.09
0.221,-0.002,-0.627,-0.183,5.432,0.977,72.09
0.168,-0.058,-0.654,-1.099,2.747,0.854,72.09
0.261,-0.056,-1.323,-0.427,-1.282,0.854,72.09
0.344,0.094,-1.599,-0.366,-0.916,0.488,72.09
0.327,0.066,-1.240,-2.014,2.380,0.366,72.09
0.288,-0.032,-1.264,-1.099,3.601,0.427,72.09
0.291,-0.041,-1.175,1.099,4.456,1.099,72.09
0.276,0.074,-0.933,0.427,5.432,1.038,72.09
0.223,0.153,-1.093,0.305,2.197,1.160,72.09
0.453,0.048,-1.529,-1.648,0.122,0.183,72.09
0.486,-0.118,-1.385,-2.380,3.845,-0.183,72.09
0.278,-0.174,-0.739,0.244,6.287,0.671,72.09
0.180,-0.001,-0.783,1.526,3.174,1.404,72.09
0.386,0.026,-1.258,-0.244,2.563,1.099,72.09
0.443,-0.080,-1.175,-0.854,5.310,1.099,72.09
0.298,-0.142,-0.793,0.000,5.737,1.221,72.09
0.251,-0.079,-0.887,1.465,3.174,1.221,72.09
0.267,-0.027,-1.161,0.488,1.343,0.916,72.09
0.214,-0.120,-1.205,-0.977,0.793,0.610,72.09
0.325,-0.099,-1.349,0.488,1.831,0.671,72.87
0.384,-0.039,-1.257,2.014,5.981,1.404,72.87
0.146,0.057,-0.741,1.343,7.507,0.916,72.87
-0.103,0.084,-0.842,0.305,4.272,1.221,72.87
0.004,0.069,-1.303,0.549,0.488,1.099,72.87
0.197,0.012,-1.175,0.610,2.686,1.038,72.87
0.212,0.020,-0.780,-0.061,4.883,0.916,72.87
0.279,-0.045,-0.916,0.000,3.296,1.221,72.87
0.419,-0.090,-1.126,-0.122,3.784,0.916,72.87
0.423,0.016,-0.974,-0.061,7.141,1.099,72.87
0.359,0.104,-0.589,1.160,6.165,1.465,72.87
0.323,-0.004,-0.831,0.244,2.991,1.221,72.87
0.329,-0.136,-0.936,-0.122,2.563,0.610,72.87
0.316,-0.065,-0.912,0.122,2.808,1.099,72.87
0.364,0.041,-1.021,0.916,2.441,1.099,72.87
0.362,0.003,-1.187,0.244,3.723,0.671,72.87
0.193,-0.090,-1.124,-0.305,4.700,0.366,72.87
0.071,-0.131,-1.035,0.122,4.150,0.671,72.87
0.037,-0.106,-1.117,0.854,1.709,0.977,72.87
0.019,-0.104,-1.323,1.465,0.854,1.038,72.87
-0.042,-0.070,-1.337,1.282,2.380,0.916,72.87
-0.037,-0.029,-1.051,1.953,4.456,1.160,72.87
0.151,0.039,-1.149,1.648,3.784,1.282,72.87
0.267,0.074,-1.065,1.038,4.333,1.526,72.87
0.296,-0.063,-0.831,0.549,5.310,0.977,72.87
0.323,-0.177,-0.698,1.343,3.601,1.160,72.87
0.370,-0.161,-0.894,1.770,1.343,1.160,72.87
0.332,-0.133,-0.991,2.258,0.244,1.282,72.87
0.304,-0.011,-1.000,2.686,0.977,1.343,72.87
0.297,0.109,-1.033,2.869,2.197,1.587,72.87
0.315,0.135,-1.004,2.014,3.357,0.977,72.87
0.173,0.026,-0.854,1.587,3.723,0.610,72.87
0.059,-0.077,-0.834,0.549,0.549,0.244,72.87
0.105,-0.081,-1.169,1.160,-1.709,0.427,72.87
0.207,-0.136,-1.426,1.587,-1.831,0.854,72.87
0.105,-0.173,-1.062,3.540,0.854,1.465,72.87
0.012,-0.104,-1.070,3.479,2.075,1.343,72.87
0.108,0.004,-1.069,3.418,2.197,1.648,72.87
0.096,0.027,-0.819,2.380,2.991,1.160,72.87
0.089,-0.036,-0.783,2.197,2.258,1.404,72.87
0.157,-0.092,-0.776,2.747,-0.244,1.465,72.87
0.323,-0.115,-0.890,2.319,-1.343,1.587,72.87
0.338,-0.099,-0.811,2.136,-0.854,1.770,72.87
0.329,-0.090,-0.919,3.052,0.000,1.770,72.87
0.272,-0.011,-0.849,3.723,0.244,1.892,72.87
0.234,0.030,-0.926,3.235,-0.244,1.465,72.87
0.149,0.040,-1.060,2.686,-1.587,1.343,72.87
0.172,0.022,-1.207,2.441,-1.953,0.671,72.87
0.191,-0.030,-1.116,2.014,-0.732,0.854,72.87
0.234,-0.041,-1.003,2.014,0.549,0.854,72.87
0.277,0.020,-0.943,2.563,0.610,1.099,72.87
0.298,0.063,-1.084,3.296,-15.625,1.404,72.87
0.324,0.147,-0.964,2.319,0.427,1.221,72.87
0.263,0.082,-0.963,1.709,0.000,0.916,72.87
0.231,-0.018,-0.942,1.221,0.000,1.099,72.87
0.182,-0.080,-0.826,1.404,-0.305,0.977,72.87
0.190,-0.051,-0.934,1.465,-1.160,0.916,72.87
0.288,-0.029,-1.114,1.160,-1.831,1.465,72.87
0.350,-0.057,-1.088,1.587,0.061,1.160,72.87
0.281,0.023,-0.727,2.197,2.686,1.526,72.87
0.149,0.089,-0.736,2.380,0.793,1.648,72.87
0.172,0.077,-0.986,1.953,-1.465,1.221,72.87
0.280,-0.050,-1.237,0.488,-1.526,0.977,72.87
0.201,-0.194,-0.914,1.160,0.183,1.099,72.87
0.231,-0.096,-1.041,1.892,-0.610,1.099,73.45
0.295,0.060,-1.008,2.319,0.061,1.465,73.45
0.273,0.031,-0.914,1.953,1.587,1.587,73.45
0.265,-0.022,-0.837,2.563,0.793,1.953,73.45
0.343,-0.014,-0.939,2.502,-0.122,1.892,73.45
0.406,-0.058,-1.126,1.831,-0.732,1.099,73.45
0.302,-0.146,-1.031,0.366,-0.549,0.671,73.45
0.239,-0.128,-1.135,0.732,-0.610,1.221,73.45
0.246,0.015,-1.127,2.930,0.122,1.709,73.45
0.270,0.058,-1.073,2.686,0.671,1.831,73.45
0.250,0.078,-1.005,2.014,1.160,1.648,73.45
0.253,0.010,-1.054,1.648,1.343,0.977,73.45
0.242,-0.008,-0.945,1.892,2.686,0.793,73.45
0.160,0.000,-0.738,1.953,1.770,1.038,73.45
0.215,0.040,-0.956,1.709,-0.793,1.282,73.45
0.321,0.091,-1.295,1.343,-0.793,1.465,73.45
0.420,0.085,-1.324,0.732,1.587,1.099,73.45
0.289,0.016,-0.924,1.343,3.967,0.854,73.45
0.185,-0.059,-0.772,1.160,2.747,1.099,73.45
0.255,0.014,-0.981,2.075,-1.038,1.221,73.45
0.352,0.009,-1.253,0.488,-1.465,1.343,73.45
0.371,0.033,-1.048,1.038,1.587,1.221,73.45
0.371,0.104,-0.958,1.465,3.357,1.160,73.45
0.246,0.086,-0.806,1.221,3.601,0.916,73.45
0.185,0.031,-0.866,-0.427,2.441,0.977,73.45
0.214,0.077,-0.913,-0.183,1.465,1.038,73.45
0.384,0.048,-1.057,-0.366,1.404,0.793,73.45
0.355,-0.000,-0.942,-0.977,2.747,0.977,73.45
0.276,0.009,-0.925,-0.122,3.540,0.793,73.45
0.252,0.115,-0.980,0.977,3.235,1.038,73.45
0.277,0.142,-1.047,0.000,2.380,0.488,73.45
0.244,0.061,-0.948,-0.854,1.709,0.488,73.45
0.250,-0.082,-1.009,-1.831,1.404,0.305,73.45
0.214,-0.090,-0.881,-1.953,2.136,-0.061,73.45
0.126,0.042,-0.949,-0.977,2.075,0.244,73.45
0.107,0.137,-1.108,0.549,1.587,0.732,73.45
0.208,0.074,-1.210,-0.061,1.587,0.427,73.45
0.277,-0.020,-0.999,-1.953,3.479,0.183,73.45
0.250,-0.078,-1.087,-1.892,2.686,0.244,73.45
0.394,-0.114,-1.032,-1.221,1.892,0.244,73.45

-0.049,-0.109,-1.142,-2.686,0.977,0.305,70.10
0.207,0.216,-0.954,-0.366,1.892,1.099,70.10
0.300,0.321,-0.792,-1.404,2.563,0.916,70.10
0.268,0.025,-1.033,-3.479,2.502,0.793,70.10
0.414,-0.003,-1.251,-1.160,3.479,0.916,70.10
0.488,0.087,-0.941,-1.038,4.028,1.099,70.10
0.366,0.011,-0.830,-3.052,1.221,0.305,70.10
0.209,-0.096,-1.070,-2.075,0.916,0.366,70.10
0.215,-0.081,-1.008,-1.343,2.136,1.221,70.10
0.098,-0.001,-0.802,0.427,3.662,1.282,70.10
0.227,0.115,-0.897,-0.427,2.930,0.793,70.10
0.308,0.090,-0.906,-0.671,3.479,0.671,70.10
0.292,-0.124,-0.807,-1.465,4.150,0.549,70.10
0.235,-0.086,-0.911,-0.610,3.174,0.610,70.10
0.268,0.079,-1.088,0.488,-0.366,1.099,70.10
0.432,0.026,-1.602,-1.343,-1.160,0.793,70.10
0.224,-0.020,-1.010,0.610,1.160,1.587,71.53
0.275,0.023,-1.114,0.549,0.916,1.465,71.94
0.307,0.057,-1.055,1.160,1.465,1.587,72.09
0.326,0.034,-1.184,0.671,0.793,1.465,72.09
0.341,0.002,-1.146,0.671,1.953,1.648,72.09
0.284,0.022,-1.033,0.305,2.319,1.343,72.09
0.189,0.000,-0.952,1.160,1.526,1.160,72.09
0.274,-0.056,-1.083,0.366,0.793,1.648,72.09
0.213,-0.017,-1.033,0.488,1.099,1.953,72.09
0.255,0.010,-1.170,1.465,0.854,1.587,72.09
0.287,0.003,-1.208,0.732,1.221,1.587,72.09
0.271,0.047,-1.084,0.977,2.747,1.465,72.09
0.217,0.060,-0.906,1.953,3.174,1.953,72.09
0.195,0.073,-0.865,1.526,2.380,1.831,72.09
0.251,0.066,-0.933,0.671,1.038,1.709,72.09
0.304,-0.017,-1.122,-0.610,-0.366,1.160,72.09
0.300,-0.071,-1.085,-0.183,0.732,1.404,72.09
0.273,-0.019,-0.997,0.793,2.319,1.709,72.09
0.267,0.062,-0.910,1.892,2.075,2.136,72.09
0.313,0.062,-1.024,1.038,2.014,1.892,72.09
0.282,-0.007,-1.058,0.549,2.319,1.526,72.09
0.285,-0.012,-1.030,0.977,2.075,1.587,72.09
0.271,0.023,-0.936,1.160,2.380,1.465,72.09
0.206,0.025,-0.888,1.099,1.709,1.648,72.09
0.203,0.059,-1.014,0.916,1.587,1.892,72.09
0.245,0.089,-1.107,0.732,1.648,1.953,72.09
0.235,0.072,-1.111,-0.183,1.648,1.465,72.09
0.202,0.016,-1.096,0.366,1.404,1.648,72.09
0.245,0.002,-1.136,0.549,1.770,1.404,72.09
0.265,0.010,-0.996,0.366,2.258,1.587,72.09
0.307,-0.003,-1.156,0.183,1.221,1.587,72.09
0.342,-0.008,-1.104,0.427,2.197,1.465,72.09
0.259,0.048,-0.954,0.671,3.296,1.770,72.09
0.207,0.048,-0.936,0.671,2.869,1.831,72.09
0.214,-0.026,-0.902,0.732,2.258,1.465,72.09
0.278,-0.021,-0.880,0.000,1.770,1.526,72.09
0.197,0.005,-0.827,0.488,1.038,1.709,72.09
0.233,-0.012,-1.062,-0.244,0.916,1.709,72.09
0.176,-0.005,-1.067,0.244,2.747,1.282,72.09
0.138,0.045,-0.920,0.793,2.136,1.648,72.09
0.215,0.080,-0.982,0.427,1.038,1.465,72.09
0.264,0.008,-0.995,-0.366,1.770,1.282,72.09
0.211,-0.030,-0.833,0.549,1.831,1.221,72.09
0.252,0.026,-0.874,0.671,1.770,1.465,72.09
0.234,0.089,-0.934,1.465,2.014,1.465,72.09
0.187,0.136,-0.861,0.916,1.770,1.465,72.09
0.197,0.079,-1.029,0.427,-0.061,1.343,72.09
0.273,-0.001,-1.161,-0.305,-0.244,1.404,72.09
0.263,-0.030,-1.123,-0.366,1.282,1.343,72.09
0.234,-0.020,-1.037,0.244,1.221,1.404,72.09
0.296,-0.002,-1.100,0.305,1.282,1.465,72.09
0.268,0.007,-1.063,0.488,1.465,1.709,72.09
0.278,0.061,-1.122,0.610,1.160,1.404,72.09
0.287,-0.019,-1.150,0.427,0.183,1.038,72.09
0.305,-0.017,-1.099,-0.549,1.221,1.099,72.09
0.243,0.041,-0.982,0.000,2.136,1.343,72.09
0.248,0.055,-1.015,0.671,1.343,1.526,72.09
0.259,0.034,-1.121,0.549,1.282,1.221,72.09
0.289,0.042,-1.180,0.610,1.648,1.587,72.09
0.310,0.117,-1.025,0.305,1.953,1.404,72.09
0.308,0.103,-1.021,-0.427,1.526,0.977,72.09
0.246,-0.038,-0.950,-0.366,1.160,0.916,72.09
0.270,-0.078,-0.978,-0.122,1.221,1.343,72.09
0.269,-0.002,-1.049,0.061,0.671,1.587,72.09
0.199,0.009,-1.119,0.122,0.854,0.977,72.09
0.137,-0.072,-1.032,0.549,1.770,1.221,72.09
0.218,-0.043,-0.935,1.099,1.953,1.648,72.09
0.258,0.047,-0.907,1.160,1.587,2.014,72.09
0.379,0.052,-1.262,-0.122,0.549,1.709,72.09
0.418,0.004,-1.312,-0.122,1.892,1.343,72.09
0.384,-0.023,-1.107,0.671,3.357,1.160,72.09
0.334,-0.003,-1.079,0.854,1.709,1.404,72.09
0.318,0.025,-1.144,0.610,1.343,1.282,72.09
0.346,0.040,-1.182,0.183,0.183,1.038,72.09
0.310,0.017,-1.158,-0.183,2.197,1.343,72.09
0.191,0.071,-0.969,1.038,3.662,1.221,72.09
0.148,0.085,-1.035,0.549,2.014,0.916,72.09
0.117,0.040,-0.996,-0.122,1.465,0.916,72.09
0.189,-0.073,-0.961,0.244,2.625,1.282,72.09
0.232,-0.143,-0.910,1.099,3.235,1.099,72.09
0.214,-0.041,-0.746,0.549,2.686,1.343,72.09
0.184,0.169,-0.980,0.549,1.770,1.404,72.09
0.247,0.150,-1.066,-0.122,1.221,1.099,72.09
0.313,0.055,-0.850,-0.488,2.625,0.793,72.09
0.240,-0.010,-0.833,-0.732,2.136,0.854,72.09
0.352,0.094,-1.023,-0.671,-0.366,0.916,72.09
0.388,0.122,-1.364,-1.038,0.732,0.916,72.09
0.400,0.095,-1.271,-0.793,3.418,0.916,72.09
0.365,0.062,-1.158,-0.549,3.174,1.160,72.09
0.427,0.070,-1.371,-1.404,2.625,0.916,72.09
0.425,0.045,-1.048,-1.282,4.150,0.793,72.09
0.355,-0.031,-0.879,-1.099,4.517,0.671,72.09
0.203,0.027,-0.950,-0.610,3.723,0.916,72.09
0.131,0.012,-1.272,-0.854,1.160,0.549,72.09
0.228,-0.017,-1.125,-1.770,2.686,1.038,72.09
0.155,-0.047,-0.926,-0.854,4.456,1.221,72.09
0.213,-0.072,-0.942,0.793,5.676,1.282,72.09
0.221,-0.002,-0.627,-0.183,5.432,0.977,72.09
0.168,-0.058,-0.654,-1.099,2.747,0.854,72.09
0.261,-0.056,-1.323,-0.427,-1.282,0.854,72.09
0.344,0.094,-1.599,-0.366,-0.916,0.488,72.09
0.298,0.019,-1.252,2.319,1.221,-0.061,73.75
0.498,-0.016,-1.534,1.404,0.854,-0.122,73.74
0.485,-0.064,-1.415,1.038,3.235,-0.305,73.74
0.374,-0.090,-1.184,0.916,5.310,-0.366,73.74
0.152,-0.104,-0.820,1.709,4.395,-0.122,73.74
0.046,-0.093,-1.106,1.892,2.441,0.244,73.74
0.111,0.015,-1.224,2.441,1.587,0.183,73.74
0.283,0.047,-1.289,1.465,2.075,0.000,73.74
