aX,aY,aZ,gX,gY,gZ,S
2.113,-0.308,1.737,7.874,-37.598,-25.269,0.290
2.067,1.127,1.016,9.766,0.854,16.113,0.290
0.010,-0.244,0.014,-31.738,64.270,-5.188,0.290
-1.783,-0.977,-0.154,75.073,-2.319,13.306,0.290
0.656,-0.010,0.450,51.819,26.123,30.823,0.290
-0.143,0.860,-0.676,38.147,43.457,15.137,0.290
-1.018,1.043,-1.471,15.625,45.837,10.254,0.290
-3.054,3.000,-3.038,-33.508,18.677,9.705,0.290
-0.028,1.062,-1.857,-40.405,-45.471,-29.541,0.290
0.352,3.712,1.005,-44.617,-42.603,-22.156,0.290
-0.258,0.831,-2.497,-117.432,-2.808,-25.635,0.290
0.591,-0.597,1.068,-59.937,-14.404,-10.803,0.290
0.324,0.953,0.024,-84.167,6.653,-13.123,0.290
-0.340,-0.887,0.034,-64.453,26.489,-23.499,0.290
0.281,-0.700,-1.870,-28.442,25.269,-15.930,0.290
-2.050,-0.716,-0.599,-47.607,29.968,-25.940,0.290
0.378,-1.529,-0.398,-18.250,7.263,-18.616,0.290
-0.862,0.544,-3.409,-5.005,2.197,-14.282,0.290
-0.714,-0.536,-1.236,-20.874,-9.338,-14.526,0.290
0.446,-0.997,-1.967,2.014,-14.526,-15.625,0.290
0.343,0.009,-2.165,22.949,-2.319,-15.259,0.290
0.539,0.342,-1.324,7.080,8.789,-14.465,0.290
0.120,-0.762,-1.257,11.963,19.287,-19.775,0.290
-0.009,0.524,-0.602,27.466,14.771,-13.184,0.290
-0.408,-0.128,-0.285,15.564,11.230,-12.024,0.290
-0.225,0.319,-0.132,28.870,-3.235,-6.104,0.386
-0.233,0.086,-0.249,16.174,-4.517,-6.226,0.386
-0.089,0.330,-0.626,14.038,-9.094,-4.883,0.386
0.245,0.200,-0.897,3.784,-9.705,-3.235,0.386
0.111,0.223,-1.307,-8.911,-6.042,-1.038,0.386
0.262,-0.117,-1.193,-16.968,-2.808,-3.723,0.386
0.308,-0.027,-1.463,-15.137,0.610,-4.578,0.386
0.306,-0.388,-1.369,-12.817,6.165,-4.578,0.386
0.022,-0.176,-1.255,-7.690,8.179,-3.845,0.386
-0.086,-0.178,-0.965,-4.578,6.287,-3.357,0.386
0.054,-0.007,-0.870,6.348,3.174,-2.014,0.386
0.037,0.032,-0.789,6.958,0.977,-0.488,0.386
-0.026,0.118,-0.781,6.714,2.197,0.549,0.386
-0.129,0.223,-0.828,3.235,0.488,2.380,0.386
-0.138,0.113,-0.956,-1.343,-1.221,3.479,0.386
-0.031,0.022,-1.005,-3.113,-2.991,4.456,0.386
0.018,-0.022,-1.103,-3.723,-2.319,4.456,0.386
0.073,-0.036,-1.114,-3.418,-0.549,4.150,0.386
0.091,-0.028,-1.073,-2.197,1.099,2.747,0.386
0.087,0.058,-0.984,-0.183,1.587,0.977,0.386
0.055,0.066,-0.930,0.549,2.319,0.000,0.386
0.012,0.113,-0.890,-0.549,2.502,-0.671,0.386
-0.039,0.092,-0.879,-1.038,1.343,-1.343,0.386
-0.062,0.033,-0.976,-1.038,0.183,-0.732,0.386
-0.070,-0.018,-0.999,-0.244,-1.038,0.061,0.386
-0.051,-0.024,-1.036,0.183,-0.977,1.160,0.386
-0.027,-0.033,-1.079,0.732,-0.671,1.770,0.386
0.030,-0.018,-0.980,0.366,-0.916,1.282,0.386
0.059,-0.021,-0.983,-0.305,-0.366,0.427,0.386
0.073,-0.012,-0.956,-1.038,0.732,-0.488,0.386
0.036,-0.020,-0.941,-2.014,1.465,-1.099,0.386
0.020,-0.050,-0.992,-1.770,1.526,-1.953,0.386
-0.018,-0.068,-0.983,-1.099,1.038,-2.136,0.386
-0.028,-0.071,-0.996,0.000,0.977,-1.526,0.386
-0.017,-0.058,-1.019,0.793,0.244,-2.075,0.386
-0.006,-0.043,-0.996,0.854,-0.061,-1.831,0.386
0.020,-0.049,-0.982,0.488,-0.305,-1.160,0.386
0.037,-0.047,-0.970,-15.442,0.000,-0.793,0.386
0.033,-0.062,-0.977,-0.427,0.549,-0.793,0.386
0.038,-0.086,-0.989,-1.099,0.610,-0.488,0.386
0.031,-0.077,-0.991,-0.977,0.854,-0.122,0.386
0.017,-0.078,-1.001,-1.221,0.610,0.610,0.386

-2.335,0.258,0.669,-43.152,-25.391,-17.151,0.286
1.160,0.179,-2.028,32.471,-37.109,5.127,0.286
1.422,0.118,-0.389,21.118,-15.015,-1.526,0.286
0.961,0.956,-0.133,2.930,11.108,17.029,0.286
0.348,0.978,-0.735,0.549,35.522,6.226,0.286
-0.457,0.121,-1.256,-3.967,30.701,1.892,0.286
-1.162,-0.367,-0.233,2.075,15.869,-5.066,0.286
-1.192,0.108,-0.348,1.099,-11.475,3.479,0.286
0.166,1.656,-2.863,0.244,-38.940,6.714,0.286
0.668,-0.215,0.311,-29.602,-26.611,1.648,0.286
1.055,0.307,-1.247,10.620,-13.977,-3.662,0.286
0.759,0.793,-1.957,0.427,12.756,1.465,0.286
-0.729,-0.563,0.086,-11.597,24.048,1.343,0.286
-0.261,1.112,-1.524,10.620,15.137,13.245,0.286
0.220,0.765,-0.599,-5.798,12.024,7.629,0.286
-0.493,-0.932,-0.282,-10.376,3.906,2.502,0.286
-0.063,0.959,-2.834,8.911,-6.104,9.583,0.286
0.102,0.528,0.337,-13.794,-13.367,-1.099,0.286
0.134,0.236,-1.443,-4.089,-1.526,9.949,0.286
0.615,0.826,-2.548,-10.620,3.784,7.324,0.286
-0.317,-1.054,1.848,-0.732,2.197,-3.662,0.286
0.978,2.821,-4.000,3.113,20.264,16.724,0.286
-0.494,-1.187,2.089,-16.113,11.658,-2.502,0.286
0.037,1.074,-2.130,16.357,-0.732,15.564,0.286
-0.196,-0.018,-0.932,-1.831,4.944,9.949,0.286
-0.181,-1.009,1.546,0.610,-0.427,13.855,0.286
1.378,2.428,-3.196,-2.625,23.621,18.982,0.286
-0.863,-0.830,2.603,-21.179,8.728,-1.770,0.286
-1.840,1.513,-3.660,-8.789,7.874,19.897,0.286
-0.645,-0.825,-1.474,0.610,-10.620,2.014,0.286
0.320,2.343,-1.160,17.273,-16.724,22.827,0.286
0.042,-0.726,0.458,-19.897,8.301,6.470,0.286
1.371,2.504,-2.242,32.532,-2.319,24.414,0.286
0.059,-0.875,2.436,-26.245,31.311,2.991,0.286
-1.298,0.268,-3.209,41.565,18.127,34.180,0.286
-0.522,-0.885,0.028,-8.179,-5.005,16.418,0.286
-1.011,0.722,-1.408,16.418,-10.559,26.306,0.286
0.439,-0.107,-2.520,7.019,-20.569,17.822,0.286
0.762,0.986,-1.325,2.014,-21.667,14.465,0.286
-0.287,1.371,-2.631,1.221,-6.653,14.099,0.286
-0.218,-0.127,-2.448,-16.541,-3.052,12.451,0.286
0.125,1.710,-0.904,29.358,-5.554,38.330,0.286
0.214,-0.664,-0.137,-21.545,12.634,28.564,0.286
-1.297,2.307,1.339,-118.896,-90.942,39.001,0.247
2.624,-4.000,3.980,-167.480,9.583,-56.274,0.247
0.819,-4.000,-3.552,-91.309,86.121,-109.436,0.247
-2.684,-3.287,0.078,40.283,-20.935,-6.348,0.247
-1.513,2.870,3.348,216.431,-46.204,-4.517,0.247
3.422,1.700,-4.000,145.813,-0.488,0.061,0.247
1.589,-0.431,1.744,68.115,39.490,12.695,0.247
3.501,2.236,1.092,117.432,42.542,26.672,0.247
-3.564,4.000,-0.211,-42.786,56.946,-29.358,0.247
-0.337,-0.546,-1.920,19.897,-30.640,4.822,0.247
-1.644,2.423,4.000,46.082,-44.189,-11.475,0.247
3.145,-1.863,-3.584,4.211,-51.147,-2.747,0.247
1.477,1.872,0.867,20.691,-26.611,2.563,0.247
0.950,0.181,0.943,-32.288,15.320,-3.845,0.247
-0.428,0.369,2.000,5.554,-15.625,1.709,0.247
0.905,0.304,0.933,-17.029,17.761,15.381,0.247
-0.676,-0.376,2.841,42.236,12.573,4.395,0.247
0.009,0.869,-1.346,-7.202,29.419,13.489,0.247
0.153,0.760,-2.137,22.156,44.800,9.705,0.247
-1.006,0.943,0.156,-26.123,51.514,4.089,0.247
-0.193,2.379,-2.089,-42.725,22.461,8.911,0.247
-0.789,0.727,-0.174,-63.660,-2.625,-14.160,0.247
-0.031,2.133,-4.000,-76.538,-18.555,-15.442,0.247
-0.444,-0.448,1.792,-137.817,-34.424,-24.658,0.247
0.642,-1.937,-1.239,-65.430,-53.589,-28.381,0.247
1.645,-0.772,-2.662,-28.992,-15.686,-14.038,0.247
0.762,-0.522,0.293,-6.042,7.568,-7.874,0.247
0.327,-1.247,-2.048,26.306,40.283,-14.038,0.247
-1.489,-0.145,-1.960,24.231,47.729,-2.197,0.247
-0.570,0.446,-3.544,22.400,2.991,-17.944,0.247
-0.091,-0.898,0.439,1.770,-12.939,-20.203,0.247
0.784,-0.186,-1.201,20.996,-6.409,-6.653,0.247
0.320,0.977,-0.526,25.574,-2.625,-6.775,0.247
0.195,0.303,-0.944,5.005,8.850,-11.536,0.247
0.005,0.170,-0.741,1.221,8.362,-11.963,0.247
-0.207,0.114,-0.466,-10.498,9.216,-9.216,0.247
-0.262,-0.273,-0.935,-11.047,0.854,-6.653,0.247
0.124,-0.144,-0.695,-2.075,-10.254,-2.869,0.247
0.197,-0.234,-1.131,-5.737,-2.747,0.977,0.247
0.419,-0.051,-1.301,0.305,-0.793,2.380,0.247
0.261,-0.158,-0.996,15.198,5.920,-0.244,0.247
-0.013,0.269,-1.297,3.296,8.057,0.366,0.247
-0.144,0.095,-1.038,-3.662,5.859,-1.831,0.247
-0.111,-0.087,-0.749,-4.150,-0.061,-0.793,0.247
-0.104,-0.154,-0.831,-3.845,0.916,2.258,0.247
-0.136,-0.061,-0.947,0.549,-1.343,3.662,0.247
-0.063,-0.065,-0.954,2.136,-3.967,3.784,0.247
0.115,-0.023,-1.104,2.441,-3.479,3.174,0.247
0.123,0.006,-1.003,2.441,-0.549,2.930,0.247
0.045,0.078,-1.151,-0.671,1.526,1.099,0.247
0.064,-0.025,-0.989,-3.052,0.916,-2.136,0.247
0.020,-0.059,-0.897,-2.563,3.113,-2.502,0.247
-0.033,0.048,-0.978,-1.709,4.578,-1.038,0.247
-0.089,0.041,-0.934,-2.563,2.625,-1.038,0.247
-0.038,0.002,-0.977,-2.197,1.038,0.000,0.247
-0.014,0.012,-1.031,-0.916,-0.183,1.221,0.247
0.032,-0.027,-1.022,-0.122,-1.282,0.854,0.247
0.055,-0.038,-1.008,0.488,-1.160,0.488,0.247
0.039,-0.015,-0.985,1.526,-0.549,-0.061,0.247
0.022,0.014,-0.977,1.404,0.000,-0.122,0.247
-0.017,-0.006,-0.969,-0.061,0.122,-0.122,0.247
-0.024,-0.026,-0.948,-1.526,0.610,0.000,0.247
0.001,-0.052,-0.998,-1.648,0.916,0.793,0.247
-0.004,-0.055,-0.999,-1.465,0.183,0.671,0.247
0.014,-0.069,-1.013,-0.916,0.366,0.549,0.560
0.032,-0.073,-1.001,-0.488,0.183,0.183,0.560
0.028,-0.062,-0.981,0.305,-0.061,0.122,0.560
0.017,-0.051,-0.972,0.427,0.061,-0.244,0.560
0.001,-0.070,-0.971,0.244,-0.305,-0.183,0.560
0.001,-0.065,-0.951,0.122,-0.061,0.000,0.560
0.009,-0.075,-0.987,0.000,-0.183,0.000,0.560
0.007,-0.086,-1.004,-0.427,0.549,0.244,0.560
0.013,-0.082,-0.998,-0.732,0.854,-0.061,0.560
0.015,-0.088,-0.998,-1.038,0.854,-0.244,0.560
0.011,-0.087,-0.976,-0.977,0.854,0.000,0.560
0.003,-0.083,-0.970,-0.610,0.732,-0.122,0.560

-0.600,0.470,0.601,-24.597,-5.005,-1.892,0.363
-0.386,1.497,-3.236,0.549,-14.709,3.540,0.363
0.390,0.649,-0.014,4.211,-21.179,7.263,0.363
0.414,0.335,-0.786,-1.160,-11.230,8.972,0.363
0.486,0.737,-1.859,-7.996,5.371,18.738,0.363
0.210,-0.215,0.472,-11.841,19.775,12.817,0.363
-0.380,0.120,-1.100,12.878,16.235,13.428,0.363
-0.402,-0.126,-1.234,-12.512,16.907,7.202,0.363
-0.295,-1.132,0.638,43.457,-1.404,-0.610,0.363
0.403,1.760,-2.073,6.226,11.353,14.160,0.363
-1.879,0.831,-0.812,13.672,-11.658,3.662,0.363
0.194,0.892,-3.170,4.822,-23.987,9.705,0.363
0.143,1.417,0.719,-23.437,-16.846,7.080,0.363
1.364,1.060,-1.926,-20.874,-11.780,2.380,0.363
0.608,-1.465,0.754,-36.499,8.240,-4.944,0.363
0.044,0.353,-0.199,17.090,7.141,19.470,0.363
-0.010,-0.438,-0.544,-15.137,25.574,6.042,0.363
-0.025,0.580,-1.480,28.198,16.479,24.719,0.363
-1.199,0.141,-0.592,-21.179,20.508,8.545,0.363
-1.474,0.926,-0.531,20.935,-21.423,16.785,0.363
0.820,0.046,-1.050,9.949,-35.095,3.479,0.363
2.114,1.720,-2.951,4.822,-19.226,17.761,0.251
0.698,-1.015,0.901,-59.692,17.639,-3.174,0.251
0.104,0.793,-4.000,18.860,7.690,23.621,0.251
-0.602,0.033,2.328,-25.696,38.513,7.874,0.251
-0.036,0.668,-3.989,39.856,14.709,35.583,0.251
-0.823,-0.116,0.925,-30.334,27.161,17.395,0.251
-1.757,-0.002,-0.815,6.958,-3.967,23.865,0.251
-0.432,-1.328,-1.401,-2.991,-16.907,9.338,0.251
-0.088,1.273,-1.147,32.532,-28.564,25.940,0.251
0.721,0.483,-2.148,-11.169,-2.991,14.038,0.251
0.161,0.228,-3.061,1.526,7.935,16.968,0.251
-0.857,-0.539,1.982,-26.123,15.564,12.817,0.251
1.714,-0.125,-3.960,26.794,3.540,19.592,0.251
-0.720,0.029,1.353,2.075,6.226,34.729,0.251
0.469,0.221,-0.771,-6.592,21.606,21.851,0.251
-0.231,-0.149,1.231,25.818,2.625,36.011,0.251
-0.948,0.118,-0.458,-9.033,18.127,33.386,0.251
-0.506,0.710,-2.359,13.672,-23.132,30.334,0.251
-0.271,0.969,-0.839,9.460,-39.917,24.536,0.251
0.901,0.835,-1.873,-11.230,-28.320,19.348,0.251
1.603,1.288,-3.975,-5.066,-5.615,20.874,0.251
1.947,-2.341,2.596,-36.072,26.672,7.568,0.251
-2.622,1.587,-4.000,19.409,25.696,47.852,0.251
-1.202,-1.947,4.000,-207.153,-49.683,23.682,0.251
0.438,-4.000,-3.124,-157.288,-68.298,-104.553,0.251
3.010,-4.000,-3.418,-89.417,93.140,-122.314,0.251
-0.665,-4.000,2.245,213.684,-39.551,-24.780,0.251
0.074,2.448,4.000,114.685,-97.778,-25.269,0.251
0.903,-3.605,-4.000,72.327,-6.165,0.854,0.251
0.439,1.596,-0.210,174.011,-21.667,16.296,0.251
1.723,2.997,1.503,139.099,87.708,-29.175,0.251
-1.568,3.078,-4.000,52.063,89.905,-0.488,0.251
0.196,1.728,4.000,55.725,66.467,25.635,0.251
-4.000,-1.467,-0.492,-33.508,61.523,4.761,0.251
-0.843,0.832,-4.000,84.717,-51.147,23.621,0.251
-3.124,0.123,-0.152,-66.040,-48.218,9.033,0.251
1.203,-1.232,2.027,81.787,-74.890,24.902,0.251
0.613,0.711,-1.151,-10.498,-30.701,37.659,0.251
1.849,0.677,1.853,26.550,-59.998,36.682,0.251
3.251,0.278,-1.844,0.000,29.480,9.644,0.251
-0.230,1.066,-0.228,4.944,33.752,-7.812,0.251
0.935,0.659,0.780,-9.033,46.875,-12.817,0.251
-0.650,0.314,-1.622,-3.601,78.003,6.042,0.251
-2.476,1.140,-1.453,-58.044,73.486,25.024,0.251
-1.291,0.375,-0.482,-69.214,16.541,20.386,0.251
-0.856,-0.009,0.264,-92.651,-8.240,11.841,0.251
-0.674,-0.130,-1.408,-78.674,-31.311,13.489,0.251
0.241,0.102,-1.187,-83.923,-41.748,16.113,0.251
0.081,-0.529,-0.735,-74.280,-37.720,10.071,0.251
1.178,-0.598,-2.333,-42.664,-17.639,15.686,0.251
0.445,-0.967,-1.460,-28.625,27.893,7.996,0.251
-0.214,-1.054,-3.104,-2.258,38.086,12.756,0.251
-0.743,0.157,-1.902,36.499,14.893,5.127,0.251
-0.106,-0.542,-1.203,34.119,8.545,2.441,0.251
-0.077,0.207,-1.147,51.147,6.592,-2.258,0.251
-0.095,0.309,-0.174,44.678,7.812,-3.967,0.251
-0.484,0.468,-0.148,40.161,4.761,-4.700,0.251
-0.383,-0.068,-0.473,32.959,-3.967,-2.380,0.251
-0.485,0.445,-0.348,27.222,-14.954,-1.587,0.251
0.099,0.303,-0.309,17.395,-23.621,2.686,0.251
0.293,0.584,-0.758,3.845,-15.564,2.197,0.251
0.405,0.487,-0.714,-11.536,-6.165,1.099,0.251
0.948,0.496,-0.758,-25.208,6.226,-3.845,0.251
-0.152,0.432,-0.618,-36.743,19.592,-11.841,0.251
-0.075,-0.473,-1.244,-46.143,24.109,-14.221,0.251
-0.527,-0.572,-1.432,-37.476,6.470,-11.658,0.355
-0.405,-0.605,-1.380,-23.132,-3.540,-5.310,0.355
0.073,-0.399,-1.503,-5.737,-7.080,-3.784,0.355
0.334,-0.292,-1.231,9.277,-4.944,-2.258,0.355
0.509,0.035,-1.138,12.939,4.211,0.244,0.355
0.344,0.170,-0.983,15.869,12.878,1.526,0.355
-0.194,0.355,-0.814,12.207,12.390,2.808,0.355
-0.385,0.276,-0.899,5.432,2.808,3.418,0.355
-0.320,0.159,-0.565,-3.723,-7.568,3.845,0.355
-0.021,-0.111,-0.766,-4.761,-11.353,7.080,0.355
0.064,-0.257,-0.712,-3.540,-9.766,7.874,0.355
0.010,-0.167,-1.104,1.465,-8.057,7.874,0.355
0.008,0.024,-1.246,6.042,-5.249,9.644,0.355
0.050,0.002,-1.144,5.005,-3.662,9.338,0.355
0.146,0.127,-1.222,4.456,-4.272,6.348,0.355
0.297,0.114,-1.050,0.610,-2.258,3.174,0.355
0.210,0.024,-1.017,-3.540,4.883,1.953,0.355
0.020,-0.052,-0.930,-4.150,9.705,0.854,0.355
-0.046,-0.114,-0.846,-1.526,7.751,0.244,0.355
-0.148,-0.023,-0.924,1.892,4.883,1.343,0.355
-0.095,0.155,-0.955,4.700,2.808,3.418,0.355
-0.006,0.183,-0.995,4.822,-1.526,4.700,0.355
0.064,0.263,-1.046,3.174,-2.747,6.226,0.355
0.038,0.273,-1.105,-1.526,-0.427,7.202,0.355
-0.018,0.184,-1.141,-5.066,-0.183,6.897,0.355
0.016,0.043,-1.095,-8.362,-0.305,5.066,0.355
0.027,-0.144,-1.030,-8.362,1.343,3.662,0.355
0.004,-0.179,-0.925,-5.432,2.441,2.014,0.355
0.030,-0.156,-0.933,-1.770,2.441,0.183,0.355
0.018,-0.066,-0.859,0.244,2.441,-0.732,0.355
0.001,0.042,-0.844,1.953,2.686,-0.183,0.355
-0.010,0.150,-1.043,1.709,2.014,0.793,0.355
0.004,0.122,-1.073,-0.854,-0.610,0.977,0.355

-0.389,-0.930,0.757,-26.062,38.330,-5.310,0.178
-1.417,-0.098,0.433,6.348,16.846,6.531,0.178
0.572,0.752,-2.273,27.100,6.897,20.203,0.178
-0.489,0.811,-0.308,-10.742,2.625,12.939,0.178
-0.312,-0.245,-0.501,-21.973,1.648,9.705,0.178
-0.573,0.332,-1.614,-15.930,-8.972,0.671,0.178
0.187,-0.778,-0.401,6.836,-18.066,-3.174,0.178
0.573,1.122,-2.116,15.686,-7.202,14.587,0.178
0.977,0.342,-2.300,-14.282,13.550,14.282,0.178
-0.880,-0.448,0.256,-19.470,11.841,5.249,0.178
0.252,1.234,-1.596,15.564,0.916,13.367,0.178
0.066,-0.129,0.532,-5.676,5.310,10.437,0.178
0.058,0.510,-1.763,16.113,7.080,26.550,0.178
0.545,1.003,0.003,-0.305,8.240,5.920,0.178
-0.387,-0.455,-0.418,-2.136,5.127,10.132,0.178
0.282,-0.239,-2.339,-5.005,8.667,17.822,0.178
-0.278,0.249,0.384,23.743,-15.259,17.395,0.178
0.403,-0.591,-2.384,-0.916,-5.981,21.362,0.178
-0.114,1.627,-2.526,18.372,-9.949,15.015,0.178
0.124,-0.427,-1.157,-17.334,-4.150,6.958,0.178
-0.490,1.392,-0.273,17.395,-10.498,21.973,0.178
0.448,-0.106,-0.964,0.854,-2.319,27.039,0.178
0.047,0.410,-2.208,9.766,2.869,38.208,0.178
1.022,-0.005,-0.512,-35.095,26.733,18.005,0.178
0.251,-1.766,0.840,7.324,7.446,15.015,0.178
-1.025,0.480,-1.804,4.089,33.081,25.208,0.178
-0.969,0.193,0.686,31.311,-1.465,25.696,0.178
0.635,1.705,-2.168,-4.089,-13.000,28.931,0.178
-1.787,1.435,-0.321,-26.062,-19.104,20.386,0.093
1.143,-0.468,-2.730,-14.771,-34.424,12.451,0.093
0.655,1.157,-0.427,19.775,-20.935,16.663,0.093
0.984,0.718,-0.909,-23.804,17.395,20.386,0.093
0.021,-0.076,0.150,-13.184,18.738,23.315,0.093
-0.562,-0.074,-0.379,-13.123,32.593,20.447,0.093
-1.391,-0.107,-1.580,28.320,12.939,26.794,0.093
-0.341,0.697,-1.215,7.935,-9.094,26.917,0.093
-0.895,1.425,-0.989,0.122,-33.630,30.151,0.093
0.767,0.601,-1.459,-46.448,-7.629,22.583,0.093
0.572,2.838,2.198,-150.269,-98.206,54.077,0.093
0.263,-4.000,4.000,-255.554,-13.977,-39.673,0.093
-0.346,-4.000,-2.642,-50.720,44.067,-135.315,0.093
3.382,-4.000,-4.000,62.012,38.513,-30.029,0.093
-0.068,1.127,4.000,187.744,-12.573,-42.847,0.093
-1.535,-2.203,-4.000,171.997,62.378,-8.667,0.093
1.024,-0.179,-2.707,50.415,103.882,-16.846,0.093
-2.782,0.513,3.556,99.304,-3.906,4.211,0.093
-4.000,1.954,1.734,32.104,-22.156,-26.917,0.093
1.408,-1.156,-4.000,58.960,-98.572,-45.837,0.093
-1.573,4.000,4.000,88.867,-93.445,-38.086,0.093
3.736,-1.215,2.394,-10.132,1.465,-3.906,0.093
0.956,-1.286,-2.121,37.231,16.296,-2.869,0.093
1.336,-0.066,0.096,39.612,2.869,3.784,0.093
-0.397,0.902,-1.095,32.654,51.697,9.277,0.093
-0.422,0.869,0.098,20.203,3.174,14.709,0.093
-1.033,0.998,-0.091,14.709,-3.540,19.531,0.093
-1.132,1.190,-1.248,-21.362,16.235,3.052,0.093
1.842,1.434,0.336,-53.040,-9.399,-5.615,0.093
0.258,1.055,-1.409,-41.809,-23.865,-23.376,0.093
0.834,0.653,-0.232,-52.063,-2.625,-18.311,0.093
0.515,0.053,-1.692,-74.829,29.114,-13.489,0.093
-0.748,0.328,-0.274,-72.632,37.048,-7.019,0.093
-1.446,-0.504,-1.618,-93.872,15.381,-21.301,0.093
-0.797,-1.134,0.133,-65.125,-31.860,-17.212,0.093
0.079,-1.161,-1.465,-23.132,-36.743,-20.264,0.093
1.166,-0.911,-2.342,20.447,-36.194,-8.484,0.093
0.612,0.421,-3.334,33.813,1.648,-1.892,0.093
0.545,-0.768,-0.620,0.977,27.039,-10.986,0.093
-0.044,-0.355,-1.335,35.706,28.564,-17.090,0.093
-0.312,0.338,-0.452,28.931,21.912,-14.404,0.093
-0.343,0.069,-0.435,18.616,7.996,-15.259,0.093
-0.292,0.159,-0.493,23.560,1.526,-13.611,0.093
-0.382,0.581,-0.458,13.000,-6.836,-11.047,0.093
0.121,0.114,-0.873,3.662,-9.521,-7.935,0.093
0.098,0.293,-0.628,-6.897,-5.920,-1.892,0.093
-0.054,0.061,-1.076,-13.977,-3.784,-2.014,0.093
0.083,0.014,-1.304,-13.245,-4.578,-2.319,0.093
0.315,-0.076,-1.212,-13.428,-6.897,-4.333,0.093
0.339,-0.323,-1.010,-7.996,-1.526,-5.249,0.093
0.199,-0.126,-1.133,-2.258,6.592,-1.587,0.093
-0.039,-0.141,-1.132,-0.732,6.409,0.183,0.093
-0.031,0.076,-0.840,0.122,1.587,3.357,0.093
0.177,-0.029,-0.878,0.183,0.366,4.333,0.093
0.111,0.012,-0.751,1.099,1.221,5.920,0.093
0.170,0.070,-1.033,-0.061,3.906,5.920,0.093
0.187,-0.071,-1.046,-2.808,4.395,5.554,0.093
-0.045,-0.044,-0.972,-1.648,7.019,5.371,0.093
-0.226,0.138,-1.167,0.916,7.874,7.568,0.093
-0.285,0.165,-1.242,0.671,3.601,8.728,0.093
-0.448,0.221,-1.148,-3.174,-2.441,8.667,0.093
-0.040,0.066,-1.150,-2.380,-8.484,8.545,0.093
0.124,0.062,-0.930,-1.770,-6.226,8.240,0.093
0.117,0.021,-0.898,0.916,-1.709,7.080,0.093
-0.007,0.162,-0.924,1.831,1.892,5.371,0.796
-0.177,0.159,-1.021,-2.136,1.404,3.052,0.796
-0.114,-0.015,-0.962,-3.662,-3.235,0.488,0.796
0.017,-0.043,-0.935,-3.845,-4.272,-0.671,0.796
0.111,-0.078,-0.961,-2.808,-2.991,-1.404,0.796
0.152,-0.046,-0.957,-1.404,-1.465,-1.709,0.796
0.084,0.029,-0.979,-0.549,1.282,-2.136,0.796
0.047,0.012,-1.045,-0.671,1.770,-2.014,0.796
0.006,0.004,-1.008,-0.854,0.549,-1.709,0.796
0.038,0.031,-0.991,0.000,-0.671,-1.648,0.796
0.059,0.006,-0.984,-1.099,-0.244,-0.244,0.796
0.010,-0.026,-0.965,-0.916,0.000,0.977,0.796
0.005,-0.001,-0.999,-0.244,-0.671,1.831,0.796
0.023,-0.005,-0.988,-15.503,-1.343,2.625,0.796
0.077,-0.005,-0.973,0.366,-0.854,3.174,0.796
0.125,0.057,-1.038,0.732,15.320,3.418,0.796
0.041,0.055,-0.950,-0.183,1.282,3.296,0.796
-0.008,0.043,-0.948,0.244,1.465,3.174,0.796
-0.029,0.083,-1.010,-0.061,0.977,2.991,0.796
-0.039,0.065,-0.968,-0.488,-0.488,1.953,0.796
-0.006,0.055,-1.000,-1.282,-0.122,1.221,0.796
-0.038,0.045,-1.001,-1.099,0.427,0.610,0.796
-0.040,0.045,-0.994,-0.549,0.549,0.000,0.796
0.004,0.071,-1.016,-0.244,-0.427,-0.427,0.796
0.046,0.089,-1.001,0.000,-0.610,-0.732,0.796
0.032,0.104,-0.990,-0.183,-0.061,-0.854,0.796
0.040,0.105,-1.005,-1.465,0.061,-0.793,0.796

0.811,-0.083,-0.434,-17.639,-18.677,8.911,0.255
1.018,-0.107,-0.915,-2.747,3.906,11.292,0.255
0.993,0.681,-0.829,-8.911,21.545,13.000,0.255
0.283,-0.140,-0.385,-20.142,44.678,10.254,0.255
-0.854,-1.466,0.256,-10.681,41.504,-1.526,0.255
-0.829,-0.804,-1.097,18.250,17.761,4.761,0.255
-1.160,1.013,-1.261,26.611,-4.395,15.930,0.255
-0.332,-0.374,-0.743,17.944,-28.809,5.005,0.255
0.244,2.463,-3.167,5.066,-46.448,5.249,0.255
-0.058,0.491,0.072,-33.142,-26.855,-6.775,0.255
1.229,0.875,-1.221,-1.831,-25.085,11.353,0.255
1.421,0.185,-0.276,-7.446,1.404,8.057,0.255
-0.064,-0.358,1.277,-3.357,27.344,13.367,0.255
0.752,1.095,-3.195,16.846,44.922,21.851,0.255
-1.054,-0.617,1.053,-31.067,28.748,1.404,0.062
-2.018,0.165,-0.976,6.958,8.972,12.817,0.062
0.202,-0.314,-2.416,7.385,-7.202,11.963,0.062
-1.299,0.897,-0.679,16.968,-34.058,12.878,0.062
1.605,0.812,-4.000,-3.723,-16.968,16.907,0.062
0.142,1.409,0.944,4.333,-7.568,9.521,0.062
0.772,0.358,-2.142,-38.452,19.226,-0.916,0.062
-1.048,0.285,2.749,28.259,11.536,12.085,0.062
0.418,0.436,-4.000,16.235,40.466,15.869,0.062
-0.942,-1.745,4.000,-46.143,12.085,5.432,0.062
-0.941,1.584,-4.000,52.551,3.357,35.217,0.062
