X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,X52,Y52,Z52,X53,X53,Y53,X54,Y54,X54,X55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-3,0,0,-5,0,0,-8,0,-1,-11,0,-1,-14,0,-2,-18,0,-3,-20,0,-4,-21,0,-6,-9,-3,-6,1,-5,-6,10,-7,-5,18,-8,-3,25,-8,-2,31,-9,0,24,-5,1,19,-3,3,15,0,3,12,0,4,9,1,4,7,2,4,6,2,4,4,3,4,3,3,4,2,3,4,1,4,4,0,4,4,-1,4,3,-3,4,3,-4,4,3,-5,3,2,-5,3,2,-5,2,1,-5,2,1,-4,1,0,-3,1,0,-2,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-4,0,-1,-11,0,-3,-21,0,-6,-31,-1,-6,-33,1,-4,-27,-12,-3,-18,-20,-2,-7,-25,0,5,-29,3,18,-30,4,23,-32,2,19,-18,1,16,-10,2,14,-3,2,13,1,2,12,4,2,11,7,2,10,9,2,10,10,2,9,11,2,9,12,2,8,12,1,7,13,1,5,13,1,3,13,0,1,13,0,0,12,0,-1,11,0,-2,9,0,-2,8,0,-1,6,0,-1,4,0,-1,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-3,0,-1,-6,0,-3,-12,1,-4,-19,1,-5,-26,2,-7,-32,2,-5,-26,0,-3,-20,-2,0,-10,-3,2,0,-4,4,9,-4,7,18,-4,6,17,-3,5,16,-1,4,15,0,4,15,0,3,14,0,3,14,0,3,13,0,2,13,1,2,12,1,2,11,1,1,11,1,1,9,1,1,8,1,0,6,1,0,4,1,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,0,-13,-2,-3,-22,0,-7,-29,0,-7,-23,-4,-6,-17,-6,-7,-7,-7,-5,3,-7,-3,14,-9,0,22,-11,1,18,-5,1,15,-3,2,13,0,3,11,0,4,10,2,4,9,2,4,8,3,4,7,3,3,7,4,3,6,4,3,5,4,3,5,4,3,3,4,3,2,4,2,0,4,2,-1,4,1,-2,3,0,-2,3,0,-2,2,0,-2,1,0,-2,1,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,-3,0,-1,-4,0,-1,-6,0,-1,-8,0,0,-8,0,-1,-9,0,-2,-10,0,-2,-10,0,-3,-10,0,-3,-2,-2,-3,4,-4,-3,10,-5,-2,14,-5,-1,19,-5,0,23,-6,0,17,-3,1,13,-1,2,10,0,2,8,0,3,6,1,3,4,1,3,3,1,3,2,2,3,1,2,3,0,2,3,0,2,2,-1,2,2,-2,2,2,-3,2,2,-3,2,1,-4,2,1,-4,2,1,-4,2,0,-3,1,0,-2,1,0,-2,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-3,0,0,-5,0,0,-6,0,0,-7,0,1,-6,1,0,-5,1,0,-4,1,0,-2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,4,0,0,4,0,2,7,0,3,9,1,4,10,1,4,11,2,4,11,2,5,12,2,3,8,1,1,6,0,0,4,0,0,2,0,0,1,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,-1,-1,-2,-1,-1,-2,-1,-1,-2,-1,-1,-2,-1,-1,-3,-1,-1,-3,-1,-1,-2,-1,-1,-2,0,-1,-2,0,-1,-2,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2,4,0,5,4,0,6,3,0,7,4,1,7,3,0,5,2,0,3,0,0,0,0,0,-3,0,-1,-7,0,-1,-9,-3,0,-10,-7,0,-11,-10,0,-10,-12,0,-10,-13,0,-10,-13,0,-8,-12,0,-6,-10,0,-5,-7,0,-3,-4,0,-1,-2,0,0,-1,0,1,0,0,2,1,0,3,2,0,3,3,0,4,3,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,3,4,0,3,4,0,2,3,0,2,3,0,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,0,0,-1,0,-1,-4,0,-2,-9,0,-2,-13,0,-2,-16,1,-3,-16,1,-4,-16,0,-3,-9,-3,1,1,-3,5,10,-2,7,15,-1,9,18,-1,10,20,-1,11,18,3,7,14,3,4,11,2,3,9,1,2,7,1,1,6,1,0,5,0,0,4,0,0,3,0,0,3,0,0,1,0,-1,0,0,-1,0,0,-2,-1,0,-2,-2,0,-2,-3,0,-2,-3,0,-2,-3,0,-2,-3,0,-1,-2,0,-1,-2,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,-7,0,0,-13,0,-2,-22,1,-5,-30,1,-7,-35,0,-9,-24,-6,-12,-10,-10,-11,2,-12,-8,16,-14,-5,27,-15,-3,36,-14,-1,29,-7,0,22,-3,2,17,-1,3,13,0,4,11,2,4,9,3,5,7,4,5,6,4,5,5,5,5,4,5,5,3,5,5,2,5,5,0,6,5,-1,6,4,-3,6,4,-5,5,3,-6,5,2,-6,4,1,-5,3,1,-4,2,1,-3,1,0,-2,1,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-2,0,0,-8,0,-2,-16,0,-4,-25,0,-6,-32,0,-8,-35,-1,-7,-33,1,-5,-25,4,-3,-13,5,0,-1,6,3,9,7,6,15,9,5,16,5,5,17,3,4,17,1,4,17,0,3,16,0,3,16,-1,3,16,-1,3,15,-1,3,15,-2,3,14,-2,2,13,-2,2,12,-2,2,10,-2,1,8,-2,1,5,-2,0,3,-2,0,1,-2,0,0,-2,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-13,0,-6,-25,1,0,-24,0,4,-22,-1,8,-19,-2,11,-17,-3,14,-1,-5,20,13,-5,14,13,-3,9,13,-2,5,12,-1,2,12,0,0,11,0,0,11,0,-2,10,1,-3,10,1,-3,9,1,-4,9,1,-4,9,1,-4,8,1,-5,8,1,-5,6,1,-5,5,1,-5,3,1,-5,1,1,-5,0,1,-4,0,1,-3,0,1,-2,0,0,-2,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
